Region,Product,Sales,Profit
West,A,369,134.32
South,A,160,79.54
East,B,76,34.61
West,B,294,143.61
North,C,65,17.91
East,A,216,64.72
North,B,427,49.53
West,A,498,142.36
South,C,194,72.95
South,C,419,42.95
West,B,461,92.26
East,C,319,53.35
North,C,314,107.86
North,B,337,112.57
North,B,417,131.38
South,C,301,33.96
West,B,172,32.42
East,C,302,144.61
East,C,190,83.64
North,C,85,38.76
East,B,277,107.3
West,C,202,28.13
North,B,135,21.87
South,A,200,95.24
South,A,90,34.93
East,C,93,23.28
West,B,394,193.76
North,C,342,50.94
East,B,250,96.44
West,C,136,30.51
West,C,323,61.26
West,B,221,74.54
North,B,81,27.7
West,B,496,102.03
North,A,339,66.26
North,C,165,70.07
East,B,483,78.82
East,A,254,114.03
North,B,220,36.4
East,A,85,31.07
North,A,261,51.02
North,B,87,20.98
North,A,67,16.37
West,A,181,75.0
East,C,331,97.29
West,A,253,88.47
West,C,267,33.25
North,A,70,32.78
East,C,440,70.68
West,A,92,18.77
North,B,94,34.12
South,A,145,27.38
East,B,194,45.16
East,C,127,22.43
East,A,305,38.71
East,B,54,21.04
North,C,401,118.48
South,A,247,44.03
East,B,305,55.91
North,A,89,11.16
East,A,446,221.45
West,B,171,21.31
West,A,102,20.6
West,B,104,41.31
West,B,51,9.53
East,A,363,163.12
South,B,104,25.97
South,B,346,91.12
West,A,77,38.3
North,B,352,148.95
South,C,419,148.94
North,C,451,127.52
North,B,450,160.95
East,A,141,36.08
West,C,149,41.57
East,C,160,68.48
South,A,187,47.02
West,C,365,39.35
East,A,216,77.35
South,B,429,182.75
North,B,197,20.06
South,A,182,74.59
West,A,437,147.58
East,C,148,29.56
East,A,154,18.15
West,C,440,66.15
South,C,364,129.42
West,A,187,40.28
South,B,447,102.41
South,A,428,139.04
West,A,418,144.05
East,A,457,96.82
East,B,462,82.96
East,C,169,30.19
South,B,129,56.15
West,A,497,138.87
South,B,179,33.34
West,A,367,106.61
North,B,320,41.52
West,A,226,34.83
North,C,386,173.62
North,C,214,90.84
North,B,421,76.74
South,B,478,107.96
North,C,402,140.77
South,C,274,106.24
West,A,98,38.15
East,A,310,39.55
South,C,454,161.52
North,A,344,154.67
South,A,305,107.89
North,A,177,29.81
East,B,425,197.36
South,A,98,48.68
South,C,157,22.34
North,C,240,51.03
East,C,222,87.16
West,C,370,132.88
West,B,287,44.3
East,C,127,58.86
North,C,259,29.59
East,B,215,56.41
West,B,352,96.28
East,B,119,46.95
North,C,315,47.6
South,B,453,220.65
West,B,316,145.04
East,C,469,183.42
West,C,413,133.71
North,B,477,53.56
North,A,181,86.77
South,B,99,33.48
West,A,97,27.62
North,C,490,211.05
East,C,385,93.45
South,C,376,165.62
South,A,499,137.14
North,B,255,29.3
West,A,229,110.39
East,C,79,8.27
South,B,256,113.35
North,B,360,168.35
North,C,174,61.54
West,B,81,24.94
North,B,154,46.22
East,C,142,52.06
West,A,480,115.66
West,C,405,64.18
East,A,103,46.94
West,C,486,155.39
West,C,332,155.91
North,B,233,100.71
South,A,105,15.04
West,A,68,27.49
East,B,171,28.25
North,C,201,60.95
South,A,128,24.91
North,C,307,90.21
West,B,167,44.68
East,A,105,38.6
South,B,137,32.66
North,C,358,55.3
North,A,256,29.76
South,B,146,35.02
South,C,415,131.46
West,C,257,62.06
South,B,287,114.01
East,C,385,167.15
North,A,121,25.06
West,C,483,182.12
South,B,209,48.2
South,C,93,31.12
East,B,407,130.06
West,C,402,112.07
West,C,285,103.66
East,C,437,134.97
North,B,231,78.96
North,A,135,33.12
East,B,334,89.31
South,A,228,90.94
West,A,243,69.63
West,C,221,55.15
West,B,443,202.16
South,C,257,74.29
North,A,238,75.76
South,A,489,95.02
South,A,199,38.71
West,C,487,211.4
East,A,302,138.6
South,C,448,152.9
South,C,374,112.26
South,A,292,47.18
East,B,175,55.15
North,B,215,36.77
South,C,77,31.0
South,B,246,100.6
East,A,249,34.18
South,B,268,67.57
North,A,439,76.55
East,A,318,127.73
West,B,354,87.34
West,A,121,43.88
South,C,210,26.91
West,A,161,59.32
West,A,326,115.06
South,C,317,95.74
East,B,67,9.04
North,A,51,24.33
West,C,59,6.95
North,B,185,35.68
West,B,223,38.77
North,A,134,62.05
North,C,464,141.56
South,B,122,36.8
South,A,282,140.38
West,C,252,112.29
North,A,425,129.23
North,A,313,97.95
North,B,400,59.33
East,C,214,98.26
West,C,210,42.21
East,C,172,55.84
West,C,282,97.73
North,A,369,101.82
South,C,96,46.61
West,A,122,50.06
West,B,316,116.28
East,C,333,114.65
West,B,100,21.27
East,A,436,152.37
North,B,420,114.29
West,B,392,142.18
South,C,279,89.04
West,B,281,40.73
East,C,393,153.73
South,A,295,117.83
West,C,312,32.09
East,A,56,16.27
West,C,176,22.14
South,A,201,34.18
North,B,126,51.45
West,A,286,91.46
East,B,487,201.01
West,C,467,225.58
South,B,420,140.28
West,A,246,106.36
South,C,138,17.73
South,A,418,106.08
West,B,156,61.1
West,A,320,108.4
North,B,310,104.92
West,B,167,29.43
East,C,433,49.96
South,A,450,205.69
East,C,263,84.46
East,B,330,84.87
South,B,251,115.5
North,A,63,15.98
South,A,429,134.02
East,C,437,81.58
North,B,391,142.28
North,C,114,27.56
East,C,394,154.52
East,C,62,23.77
South,B,130,44.99
West,B,397,99.9
West,C,377,94.62
East,A,376,63.48
West,B,247,111.76
East,A,199,29.67
West,A,91,16.83
East,B,143,44.49
East,C,133,13.47
East,B,263,103.89
South,C,275,119.94
South,C,58,8.35
West,C,319,156.56
West,B,271,106.04
North,B,332,122.79
East,A,173,21.52
North,B,265,127.36
East,A,210,92.57
East,A,285,58.56
South,A,296,87.66
North,B,267,63.7
South,C,314,62.58
South,B,321,142.87
South,B,341,62.75
East,A,428,178.56
North,B,136,45.61
North,C,257,60.17
North,B,88,30.49
West,B,360,111.95
North,A,324,50.41
West,C,123,21.92
West,B,87,27.41
South,C,125,42.39
West,C,159,40.56
South,C,416,69.38
North,A,376,72.45
West,B,394,62.44
North,C,226,106.48
East,C,178,57.75
West,B,55,8.55
East,C,138,25.31
South,B,152,28.77
North,A,473,206.91
North,A,494,235.2
South,B,69,28.59
South,B,318,97.55
West,C,193,31.07
North,A,105,51.75
West,B,128,60.91
East,A,290,56.34
East,C,57,24.8
East,C,327,157.52
West,A,239,74.25
North,C,474,176.96
East,C,422,67.55
West,A,50,8.55
East,B,299,100.95
North,A,111,48.11
North,A,359,170.92
North,C,432,118.61
South,A,107,13.74
North,B,288,121.02
South,C,381,180.24
West,B,104,38.55
West,C,87,15.09
North,B,319,156.11
East,C,191,25.12
East,B,295,94.73
East,C,137,17.96
West,C,199,75.82
East,C,152,22.09
East,A,488,237.85
East,B,202,65.14
South,B,334,35.49
South,C,371,79.16
South,B,99,39.25
East,A,312,87.31
West,C,56,16.15
East,B,316,85.08
South,A,377,97.84
North,A,277,59.52
East,B,435,162.26
West,B,156,25.12
North,C,407,133.2
North,B,280,101.7
North,C,182,40.85
West,B,210,81.01
South,A,329,79.5
South,B,350,168.48
North,B,298,134.75
South,B,470,97.6
North,B,130,53.17
East,B,426,153.91
East,B,178,52.67
West,C,199,61.88
West,A,443,193.81
East,C,423,157.97
South,C,413,164.04
North,A,143,35.07
West,C,333,153.1
South,B,435,117.84
North,B,488,158.87
South,A,146,56.78
South,C,265,129.3
North,B,427,119.43
West,C,232,115.21
South,A,276,106.2
West,A,253,119.63
South,C,104,20.16
North,C,336,34.7
West,A,81,28.56
South,C,271,64.22
South,B,164,44.32
North,A,294,65.08
South,B,195,24.76
West,A,94,13.27
North,A,435,203.85
North,C,323,53.14
North,C,111,52.96
West,A,291,140.36
South,C,458,174.02
West,C,323,67.4
North,B,294,49.02
North,C,109,38.03
South,C,398,45.03
South,A,273,65.75
North,A,184,59.09
North,B,327,127.38
West,C,398,91.45
North,C,166,58.82
West,B,60,10.1
East,B,92,44.2
North,B,335,39.08
North,A,364,58.14
North,B,208,96.73
East,A,70,29.72
North,A,219,49.71
West,A,420,49.68
East,C,470,130.65
South,A,148,41.62
East,A,459,221.04
West,B,125,57.57
West,B,346,73.98
East,B,468,174.61
South,A,137,54.32
East,A,348,134.48
North,A,348,47.73
North,A,255,100.43
North,C,149,15.37
East,B,89,43.57
North,C,332,88.56
South,C,94,9.69
East,A,154,48.34
South,C,147,41.57
South,A,331,99.11
South,A,378,112.44
East,C,399,61.06
South,A,470,117.24
West,A,195,83.23
North,A,447,109.89
North,A,102,42.57
North,C,378,172.11
North,C,283,45.32
North,C,460,196.34
East,C,452,64.06
West,C,369,88.9
North,A,199,37.62
North,C,71,18.37
North,C,427,183.54
South,A,233,83.42
East,C,161,56.13
South,C,451,75.5
North,A,308,86.79
North,B,425,56.74
East,A,222,38.28
South,B,389,167.37
South,C,361,133.66
East,A,463,88.02
East,B,203,46.07
South,B,424,101.7
West,B,455,155.01
South,C,99,41.6
West,B,325,105.73
South,C,150,55.95
South,A,248,114.01
West,C,390,174.81
East,C,493,87.56
South,A,489,202.66
South,A,471,198.84
West,A,397,127.2
West,C,268,113.65
North,A,183,43.68
East,A,477,181.71
East,B,152,29.77
East,A,158,75.3
West,C,371,182.77
North,B,300,123.56
West,C,171,47.38
North,A,373,47.63
North,A,149,18.89
South,C,433,58.86
North,C,339,153.28
South,A,413,141.57
North,A,362,98.57
West,A,326,51.03
East,C,426,188.75
North,B,415,142.26
North,B,386,165.21
South,A,307,90.76
West,C,197,36.86
South,A,221,89.01
South,A,189,83.0
East,C,194,40.06
West,A,282,120.24
West,B,110,40.14
South,B,331,45.76
North,A,122,53.83
East,A,294,110.91
West,A,412,45.96
South,A,221,51.27
North,C,320,92.28
South,B,388,122.41
East,A,116,26.56
East,B,345,95.52
East,C,245,25.37
East,C,370,81.21
South,A,223,26.7
South,C,409,106.94
North,B,87,40.45
North,A,425,48.78
East,C,345,74.56
East,A,450,106.61
North,A,262,76.08
East,C,251,71.64
North,B,165,48.7
North,A,362,100.53
South,C,185,37.78
East,A,379,60.24
South,C,160,54.48
North,C,289,123.23
North,A,253,70.37
South,C,460,136.53
East,C,297,106.7
East,C,411,180.44
East,C,362,178.56
South,B,236,107.49
North,C,96,47.31
West,A,396,136.08
West,B,310,150.18
North,C,402,170.77
North,C,281,45.52
West,B,195,34.39
West,A,125,53.4
West,C,143,25.46
North,B,108,29.21
South,B,262,88.36
North,A,97,43.03
South,B,446,74.6
East,A,201,28.89
North,B,76,18.43
South,A,77,26.83
West,C,321,119.63
West,C,341,168.8
West,C,118,44.96
West,A,428,183.46
North,B,331,123.96
East,C,483,149.68
North,C,85,12.38
North,C,89,41.46
South,B,233,60.69
North,A,193,80.19
East,C,458,77.07
North,B,458,105.05
South,B,78,32.85
East,C,465,85.4
South,B,395,86.67
North,A,96,38.85
South,A,329,118.29
South,B,485,230.64
West,C,250,105.07
South,A,180,82.3
West,B,258,64.47
South,C,80,39.24
South,C,402,91.47
East,C,443,67.42
East,C,468,70.29
North,C,223,68.03
North,C,335,33.79
South,A,392,66.59
South,A,130,52.84
South,A,118,17.29
East,B,100,39.36
South,A,71,25.59
North,A,332,145.24
South,A,220,61.6
West,A,177,45.71
East,A,238,91.63
East,C,393,146.36
East,A,473,76.29
East,A,156,58.89
West,A,164,54.48
West,C,186,66.84
East,C,328,59.01
South,C,463,141.05
North,C,416,96.41
West,B,262,71.48
South,C,428,78.04
South,C,79,18.61
North,A,144,65.84
North,B,270,99.52
East,A,356,49.61
West,C,169,36.27
West,C,77,37.96
East,B,243,72.07
North,C,314,135.53
North,A,397,165.77
West,C,152,70.55
West,C,243,112.78
East,A,287,99.28
East,B,410,79.93
South,B,270,82.33
South,A,479,49.07
South,C,473,225.84
West,A,320,67.0
West,B,106,30.85
West,A,498,245.38
South,C,328,81.52
South,B,67,21.81
North,B,217,67.33
West,C,287,124.49
South,B,430,67.44
South,C,236,99.23
South,B,180,65.82
South,A,186,48.84
South,A,222,35.39
North,A,290,95.02
South,B,311,131.5
West,B,299,119.24
West,A,415,141.48
North,B,320,138.29
East,C,261,31.98
East,B,473,218.75
West,B,151,43.69
South,B,465,125.47
North,C,247,73.21
West,A,409,154.56
South,B,202,53.77
East,C,252,80.85
West,C,489,139.12
East,C,328,60.25
West,A,53,18.83
East,A,465,52.25
South,B,441,199.0
East,C,113,36.55
West,C,152,60.85
South,A,208,99.94
East,B,358,60.1
South,C,372,171.64
East,A,93,19.02
West,A,337,66.21
North,A,426,155.23
South,B,210,101.37
North,B,196,90.25
South,C,182,71.12
West,C,193,88.38
West,B,144,43.82
West,C,315,130.44
North,C,314,87.39
North,C,70,14.33
West,B,374,38.24
East,A,180,89.68
East,B,398,64.49
North,C,72,18.84
West,A,420,161.49
East,A,462,138.1
East,B,416,170.25
West,C,303,71.36
South,A,99,36.03
South,B,88,38.82
South,B,95,29.81
West,B,106,52.6
East,A,169,48.89
East,B,270,110.85
East,C,441,95.65
West,A,85,21.95
East,B,377,109.15
West,C,177,73.46
West,B,401,72.94
South,A,165,66.32
East,C,118,23.86
North,B,356,59.09
West,C,424,169.58
West,B,416,95.64
South,A,109,49.65
West,A,426,197.8
North,C,351,62.26
North,B,317,131.12
East,B,411,67.12
North,A,219,26.94
North,A,197,85.95
East,B,444,114.07
West,A,319,107.48
East,C,94,15.66
West,B,277,38.45
West,A,326,150.82
North,B,231,73.49
East,C,354,92.02
North,B,392,109.42
North,A,212,43.44
West,B,460,107.5
East,B,54,25.64
South,B,259,116.76
South,B,99,27.51
North,C,367,100.75
North,C,122,14.71
West,A,398,187.56
East,A,121,25.45
North,A,428,96.73
North,A,492,227.97
North,C,364,136.28
West,A,338,146.26
West,B,328,129.89
East,B,142,64.29
North,A,264,86.42
East,C,236,108.67
East,B,278,120.51
South,B,183,24.47
South,B,66,7.69
East,A,327,88.45
North,B,336,142.82
East,B,275,83.52
East,C,339,135.83
South,B,160,51.93
North,B,226,56.75
South,B,471,181.57
West,B,74,32.3
East,C,347,48.66
South,B,439,83.16
East,C,255,54.66
West,A,285,102.48
West,B,360,146.48
East,C,268,62.32
South,A,243,87.09
East,A,65,14.41
East,A,392,127.17
South,A,271,91.84
North,A,241,39.95
South,B,430,78.73
South,A,276,119.65
South,A,225,49.97
West,A,469,146.03
West,B,317,41.69
West,B,306,41.71
East,A,264,102.03
South,A,287,47.24
West,A,72,25.7
North,A,338,165.38
East,B,458,132.3
West,C,492,123.76
West,C,75,28.35
East,A,344,112.24
West,A,157,58.46
East,B,303,129.61
South,C,52,25.09
West,B,75,19.76
East,C,205,34.8
West,C,103,14.14
East,C,389,73.86
West,A,101,33.07
North,A,275,123.84
North,C,311,77.01
West,A,128,55.97
East,C,81,27.01
North,A,209,61.71
North,A,158,27.12
West,A,484,131.56
East,C,168,22.82
East,A,160,74.92
South,A,464,175.32
North,B,184,48.2
South,A,285,86.12
South,C,306,70.31
East,C,227,33.85
South,A,263,29.95
North,C,158,49.64
South,C,375,91.25
South,C,398,74.51
West,B,312,84.4
West,A,295,112.19
North,A,466,97.54
North,C,452,96.1
East,C,236,58.91
East,B,223,102.32
West,C,258,39.51
North,C,297,76.02
South,B,203,84.51
South,B,149,17.59
South,C,159,31.15
East,B,404,121.87
East,A,86,33.67
South,A,73,23.2
South,A,398,98.12
East,B,137,62.65
North,C,180,36.2
West,B,281,95.89
West,B,390,173.51
West,C,484,195.98
East,C,417,195.22
West,A,226,22.71
North,C,213,43.64
South,C,113,33.97
East,C,307,87.15
North,B,497,125.47
South,C,235,28.33
North,C,129,21.38
North,B,312,83.35
North,C,146,31.49
East,B,342,69.45
South,B,323,68.1
East,B,349,130.3
North,B,200,46.97
North,C,89,11.15
North,A,404,183.24
South,A,234,50.66
West,A,181,27.37
West,B,395,41.89
South,B,182,56.89
East,A,230,32.89
South,B,210,43.41
East,A,267,38.31
West,B,430,106.53
West,A,387,175.28
South,B,315,38.73
West,C,375,106.27
North,A,226,92.22
West,A,161,40.43
West,C,332,52.89
West,C,488,230.54
North,A,172,75.78
South,A,358,38.98
North,B,404,55.34
North,B,481,142.68
East,C,340,98.64
West,B,289,51.73
West,A,349,47.06
South,B,87,39.12
South,A,232,63.91
West,A,314,78.49
East,B,142,31.5
North,C,203,69.64
West,A,336,112.06
West,A,81,28.75
North,A,105,16.28
West,C,81,20.38
East,B,355,63.24
East,A,322,119.11
North,A,420,142.38
South,A,161,22.85
West,C,283,33.59
South,C,346,38.87
South,A,320,82.72
East,B,197,66.33
West,A,198,67.74
West,A,467,231.82
East,A,131,23.98
West,C,72,23.95
West,C,437,136.67
South,A,440,102.94
South,A,285,75.19
West,C,481,94.09
South,C,79,9.3
North,C,452,99.64
East,A,334,113.0
East,B,82,39.98
East,A,130,36.83
South,C,80,24.33
East,A,363,154.98
West,C,450,157.35
North,A,436,111.57
East,A,481,140.35
North,C,187,62.12
West,B,106,43.86
South,C,144,23.28
South,B,455,101.79
North,A,352,63.03
East,C,412,134.8
North,A,144,54.2
West,B,107,35.45
South,A,323,140.03
South,A,472,152.46
North,C,358,151.46
South,A,413,105.13
East,A,317,46.47
North,A,360,142.28
North,A,100,43.26
West,A,375,184.89
South,C,334,145.39
East,A,165,58.53
South,B,170,34.59
West,A,257,58.22
North,B,126,55.36
East,B,324,55.64
East,A,413,128.07
West,B,422,108.08
East,A,331,132.88
South,B,197,40.74
North,C,298,53.29
West,C,359,59.35
East,B,262,99.76
East,C,390,165.46
South,A,303,117.11
South,C,93,10.95
East,B,320,43.26
West,C,451,83.4
North,A,92,44.35
South,B,256,28.02
North,A,279,121.57
West,A,139,48.48
South,A,107,19.95
South,B,143,45.95
East,A,478,175.41
West,A,257,98.8
East,A,365,71.77
East,B,95,32.35
East,A,211,26.7
North,B,158,60.66
West,A,334,107.73
South,A,127,52.82
East,A,186,73.87
West,B,223,55.96
East,C,115,54.69
North,A,210,74.74
North,C,159,63.73
East,A,126,24.11
East,C,435,192.31
West,B,294,84.63
South,B,100,42.14
West,C,299,95.84
North,C,350,99.55
South,C,106,36.38
East,A,257,44.25
West,A,457,207.2
North,A,239,69.58
North,B,73,22.18
West,B,111,11.53
North,A,344,161.96
South,A,451,159.67
South,B,479,231.33
South,B,175,60.59
East,C,121,36.86
East,A,373,151.82
North,C,183,81.06
South,B,90,13.89
West,A,386,126.88
South,C,317,130.02
East,C,480,112.21
West,A,71,15.54
East,C,114,38.48
North,A,446,195.25
East,C,432,157.69
West,C,91,35.4
West,C,370,81.77
North,C,57,20.48
South,C,420,78.02
South,A,409,81.22
West,C,194,39.01
West,C,464,142.68
South,C,102,12.24
North,A,318,131.49
North,C,312,116.3
North,A,343,118.69
West,C,93,19.59
North,B,498,175.1
East,A,438,139.33
North,C,168,54.77
South,C,103,13.29
North,C,361,117.71
West,A,427,109.81
East,A,312,81.98
South,A,94,37.11
East,C,120,25.2
North,B,321,64.96
East,A,399,83.63
East,C,429,187.55
North,A,323,36.51
West,B,406,73.68
South,C,89,10.66
South,B,382,65.15
East,A,107,31.65
East,B,95,23.7
South,A,71,28.29
South,B,246,113.08
East,B,350,141.96
North,B,385,97.47
East,A,101,48.42
North,A,99,45.33
South,B,263,34.74
West,B,225,44.16
South,C,417,163.49
North,C,498,86.0
West,C,77,11.22
West,A,125,14.63
East,A,441,124.5
South,C,293,82.77
North,A,99,39.12
North,A,50,12.21
North,A,217,103.08
East,B,92,33.94
South,B,101,41.96
North,A,269,85.81
North,B,226,31.92
South,B,228,52.98
East,A,203,40.7
North,C,278,89.22
East,B,256,114.38
East,B,261,123.1
North,A,341,141.27
South,B,284,134.68
West,A,482,113.13
North,B,280,57.57
South,C,388,107.58
North,C,181,28.06
North,C,384,132.08
East,B,479,225.93
East,B,465,107.38
East,A,143,32.21
West,A,384,175.86
South,C,482,190.46
North,B,237,52.51
North,A,248,29.77
North,C,198,98.13
East,A,200,99.0
East,C,283,86.39
West,B,351,150.6
South,B,171,67.92
North,C,341,125.09
North,A,392,132.92
North,C,485,156.06
East,C,210,74.4
South,B,307,144.76
South,B,298,55.28
South,B,351,89.96
West,B,79,21.06
East,C,121,22.79
West,C,75,33.96
West,C,326,92.67
North,C,492,75.76
West,A,269,109.73
South,B,273,112.31
East,C,288,83.95
West,A,321,103.88
East,A,139,36.82
South,B,365,174.22
East,C,425,128.71
West,A,71,30.06
North,C,186,50.31
South,A,287,67.57
East,A,149,62.79
South,C,246,83.24
South,A,262,65.33
East,A,322,142.4
South,B,385,63.23
West,B,474,146.15
West,C,93,27.21
North,C,277,78.86
South,B,308,59.22
East,A,92,25.86
West,A,185,84.62
East,B,465,216.41
North,A,455,137.93
North,C,288,69.51
South,C,119,38.49
South,A,316,131.51
West,C,128,21.66
South,A,468,175.83
West,B,147,54.28
West,C,121,19.12
East,B,340,95.86
East,A,404,141.17
South,C,279,119.62
South,A,246,56.45
East,C,130,55.77
West,A,228,72.56
North,A,334,133.84
North,B,107,36.01
South,A,318,100.54
North,B,387,110.27
East,C,302,103.89
South,A,389,109.34
North,A,286,127.22
North,C,148,21.77
East,C,481,159.0
East,C,77,10.03
South,C,203,48.19
West,C,210,66.59
West,C,419,147.99
West,A,78,28.05
North,C,174,42.99
South,A,158,74.36
North,B,441,149.81
North,C,342,125.1
West,B,118,45.13
West,C,397,180.68
East,A,492,100.41
North,A,475,231.97
East,A,500,111.74
East,C,210,41.5
West,B,189,36.03
West,B,367,72.86
North,A,374,53.23
East,C,316,40.09
East,A,411,146.68
West,A,91,24.08
East,C,476,158.79
South,A,91,37.38
East,C,61,10.41
East,A,500,51.86
East,C,360,58.27
South,A,394,131.97
South,C,428,172.95
East,C,147,27.55
East,A,184,24.34
North,B,412,201.97
West,C,50,17.24
North,C,259,118.77
West,B,332,147.07
East,A,282,59.13
North,B,50,14.41
East,C,269,44.6
East,A,179,81.44
East,B,273,117.48
North,A,317,157.97
South,A,355,41.55
East,B,332,68.6
North,B,101,45.54
East,C,94,28.09
West,C,419,105.08
South,C,337,66.59
West,C,114,27.87
West,A,147,37.55
South,A,189,58.05
East,B,440,62.76
North,C,285,38.18
North,C,129,60.89
North,A,83,26.75
East,B,133,21.85
North,A,314,99.21
South,B,387,116.48
South,A,62,29.9
North,C,307,44.64
North,A,104,47.61
West,C,85,8.85
South,A,374,138.68
East,C,227,33.69
South,B,256,67.75
West,C,74,23.06
South,B,425,61.36
West,B,184,88.76
North,A,246,66.02
North,A,376,111.44
East,A,311,148.57
North,B,241,73.61
East,C,79,30.92
East,C,59,7.26
West,B,60,26.31
North,C,455,87.02
West,B,134,47.29
East,A,127,45.41
North,C,284,91.39
North,C,295,92.87
North,C,254,101.0
East,B,121,34.55
South,B,229,92.02
East,A,367,181.83
North,C,334,77.12
West,A,300,61.29
East,A,184,88.85
South,A,57,11.64
West,A,453,159.28
West,C,105,20.04
West,B,258,102.13
East,B,118,22.97
West,C,359,159.59
South,C,208,73.05
East,C,418,66.59
North,B,70,8.65
West,C,262,35.12
West,B,479,108.61
East,A,135,26.79
North,A,348,94.9
West,B,231,58.37
South,B,171,46.09
West,A,113,45.92
East,B,438,91.23
South,B,382,142.12
West,A,186,73.14
West,A,112,55.53
West,B,362,56.63
South,A,116,27.18
North,A,385,59.14
East,B,448,222.86
South,A,415,85.79
West,C,53,20.16
East,B,198,87.72
East,A,494,90.48
East,B,85,33.17
South,B,402,125.16
East,B,124,60.07
West,B,449,47.65
North,C,254,47.17
West,C,240,94.47
West,C,184,18.94
West,B,100,43.79
East,C,416,167.54
North,A,200,52.81
West,C,309,114.66
East,C,154,28.71
South,A,153,69.26
North,A,70,20.81
South,A,423,116.61
South,C,468,71.23
East,B,219,107.4
West,C,322,132.77
North,A,110,32.71
North,B,216,76.16
East,A,227,104.93
East,B,495,53.22
North,C,390,40.0
West,B,259,68.37
South,C,438,106.08
West,C,214,52.3
West,B,410,174.69
East,B,146,52.49
East,A,500,197.26
East,B,434,192.62
South,C,319,91.95
South,B,190,43.8
South,C,476,99.64
South,B,369,135.15
West,A,419,125.98
East,B,492,187.65
North,A,332,157.27
South,B,215,87.43
North,B,371,171.91
South,B,474,225.27
South,C,95,26.56
South,B,85,8.58
East,C,128,27.57
South,C,207,33.64
South,B,53,23.64
West,B,408,144.04
North,C,295,36.84
East,C,81,27.32
East,C,76,35.66
West,A,392,132.18
South,B,52,23.55
South,C,442,171.93
West,C,499,167.16
East,B,103,36.12
West,C,213,93.5
North,C,205,71.21
East,C,222,63.1
North,B,132,32.39
North,A,232,91.74
South,A,197,43.23
West,B,467,80.67
South,B,231,27.66
East,C,120,56.51
North,C,240,85.39
North,B,418,118.29
West,A,488,111.98
East,B,352,134.0
West,C,458,102.32
West,C,377,75.08
North,B,127,18.76
South,C,175,35.29
South,C,239,100.31
East,C,449,156.45
South,C,211,74.86
East,C,296,105.64
South,B,394,92.65
South,B,186,19.76
South,B,210,60.62
East,A,473,108.1
West,B,318,73.91
South,C,457,125.98
West,B,137,41.9
South,C,467,115.15
East,C,312,39.11
East,A,409,193.45
East,A,366,129.41
West,B,247,95.8
North,B,270,70.3
South,C,229,40.1
East,A,153,56.72
East,A,109,49.79
North,A,165,66.15
South,A,252,72.29
South,B,452,97.6
East,B,369,140.77
West,A,445,206.3
North,A,345,91.73
South,A,152,51.36
South,B,364,96.21
West,C,208,51.91
North,A,385,49.94
South,C,87,10.29
East,B,141,17.88
West,A,273,67.78
West,C,495,241.5
South,A,102,21.09
North,A,278,54.44
South,A,332,50.77
East,C,363,131.67
West,C,399,198.28
North,B,61,7.5
South,A,131,56.34
West,B,422,79.79
South,B,111,24.58
South,A,498,152.08
South,A,233,102.26
West,B,120,29.41
West,A,498,71.36
West,B,353,41.34
North,C,364,69.37
North,A,414,88.31
West,A,342,62.87
South,A,194,52.61
North,C,301,62.17
East,C,224,51.44
North,A,300,39.15
East,A,282,59.93
East,C,433,76.59
East,C,212,91.4
North,A,498,54.68
North,C,325,99.89
North,C,418,87.07
East,C,128,36.4
North,B,151,26.1
North,C,434,190.45
North,A,174,70.76
North,A,352,72.33
East,B,369,94.52
North,B,121,57.13
South,A,245,26.52
North,C,201,98.3
North,B,469,173.74
West,B,126,44.06
South,A,447,71.41
North,A,416,55.43
North,C,239,69.88
North,C,82,18.13
South,C,478,232.06
South,C,321,78.33
West,C,91,28.97
West,B,478,190.99
West,C,444,149.13
West,A,119,17.4
South,C,453,210.42
South,C,209,41.04
West,C,181,74.26
North,B,86,42.35
North,A,141,46.16
South,B,439,84.14
North,C,143,66.26
South,A,139,69.08
South,A,343,102.18
South,C,313,124.11
South,B,409,203.0
West,A,99,19.3
East,C,457,227.87
South,C,339,81.45
North,A,488,78.72
East,A,64,10.76
East,B,436,97.28
West,B,54,25.58
South,C,186,76.88
West,C,325,73.93
West,B,168,28.88
South,A,326,72.28
East,A,145,35.27
North,A,64,8.48
East,C,416,191.84
West,A,456,165.4
West,B,357,158.22
West,C,325,65.75
West,B,173,41.12
North,B,467,145.7
East,B,465,228.0
East,A,208,23.94
East,B,112,16.64
East,A,278,94.33
North,A,136,47.94
East,B,55,25.99
East,B,342,108.23
North,B,428,141.96
West,B,320,96.79
North,C,190,29.41
East,A,151,42.72
West,A,454,141.73
West,A,265,83.66
South,A,62,10.4
East,C,293,113.56
East,B,66,23.82
South,B,396,136.16
East,C,356,75.61
North,C,271,118.04
West,C,382,118.34
West,B,400,99.46
East,A,429,48.64
South,B,425,72.06
South,C,189,34.39
North,A,493,106.82
North,C,411,141.65
South,C,320,38.32
West,C,174,81.5
North,A,125,21.25
South,B,140,41.19
West,C,465,69.24
South,C,183,59.31
North,B,310,31.07
West,C,412,102.73
South,C,357,124.41
West,A,427,127.96
South,C,171,63.28
South,A,360,59.87
West,A,278,58.79
East,B,416,105.76
North,A,299,94.09
West,C,461,156.73
South,B,370,61.27
West,A,169,17.93
North,B,206,46.62
South,C,466,81.54
