Region,Product,Sales,Profit,Profit Margin
South,A,54,19.63,0.3635185185185185
East,C,95,14.46,0.1522105263157895
West,A,59,11.22,0.19016949152542373
West,C,470,75.98,0.16165957446808513
North,C,416,121.64,0.2924038461538462
West,B,434,71.51,0.16476958525345622
East,C,124,40.98,0.3304838709677419
West,B,129,29.64,0.22976744186046513
East,A,220,32.14,0.1460909090909091
West,B,244,67.46,0.27647540983606556
South,C,312,35.13,0.11259615384615386
South,C,100,39.3,0.39299999999999996
South,A,448,104.98,0.23433035714285716
South,C,203,33.35,0.16428571428571428
East,B,482,88.62,0.18385892116182573
West,B,180,21.62,0.12011111111111111
North,A,70,10.49,0.14985714285714286
East,A,133,29.42,0.221203007518797
East,C,181,43.3,0.23922651933701655
East,C,155,52.05,0.33580645161290323
South,A,381,96.04,0.2520734908136483
West,A,356,145.43,0.4085112359550562
South,C,234,41.59,0.17773504273504276
East,C,287,120.44,0.41965156794425085
East,A,239,92.74,0.38803347280334727
South,B,231,63.52,0.274978354978355
South,A,207,67.9,0.3280193236714976
South,B,311,61.27,0.19700964630225082
South,C,365,100.5,0.27534246575342464
South,A,128,59.86,0.46765625
North,A,157,27.98,0.17821656050955414
West,C,489,78.64,0.16081799591002044
East,B,51,10.84,0.21254901960784314
East,B,353,101.86,0.2885552407932011
East,C,56,25.45,0.4544642857142857
East,C,457,134.59,0.29450765864332606
South,A,431,58.25,0.1351508120649652
North,B,90,24.94,0.27711111111111114
West,C,472,64.12,0.13584745762711867
East,C,117,34.26,0.2928205128205128
South,A,445,139.55,0.31359550561797755
West,A,494,151.62,0.3069230769230769
South,A,500,239.82,0.47964
North,C,166,35.0,0.21084337349397592
East,C,273,28.9,0.10586080586080586
North,C,449,76.17,0.16964365256124722
South,C,216,54.95,0.25439814814814815
West,A,445,79.96,0.17968539325842695
South,C,322,125.3,0.38913043478260867
North,A,131,24.09,0.18389312977099237
West,B,499,203.3,0.40741482965931863
West,B,119,45.69,0.38394957983193273
South,C,242,59.05,0.2440082644628099
East,A,123,24.88,0.20227642276422764
West,A,390,143.55,0.3680769230769231
East,A,382,44.12,0.11549738219895288
North,A,423,190.31,0.44990543735224586
West,C,58,8.0,0.13793103448275862
East,A,88,37.47,0.42579545454545453
West,C,459,110.3,0.24030501089324618
East,C,284,78.98,0.2780985915492958
North,B,329,99.57,0.30264437689969603
South,B,331,45.8,0.13836858006042296
East,B,165,54.96,0.3330909090909091
South,B,312,137.21,0.43977564102564104
North,B,215,60.6,0.2818604651162791
North,A,351,109.97,0.3133048433048433
West,C,185,81.29,0.43940540540540546
West,C,358,176.92,0.4941899441340782
North,B,105,14.32,0.13638095238095238
South,C,267,113.99,0.42692883895131084
East,A,320,83.91,0.26221875
East,B,356,174.65,0.4905898876404495
North,B,278,100.02,0.3597841726618705
West,B,58,14.97,0.25810344827586207
South,C,54,23.31,0.43166666666666664
North,A,472,133.25,0.2823093220338983
North,B,333,47.43,0.14243243243243242
West,C,248,26.27,0.10592741935483871
East,C,291,109.84,0.3774570446735395
East,C,275,64.97,0.23625454545454544
South,C,289,57.92,0.2004152249134948
South,B,403,144.29,0.3580397022332506
West,A,288,83.46,0.28979166666666667
North,A,188,26.16,0.13914893617021276
West,A,421,71.97,0.17095011876484562
East,B,87,39.48,0.45379310344827584
South,B,417,122.97,0.2948920863309352
East,B,63,8.88,0.14095238095238097
West,C,163,51.58,0.31644171779141106
East,A,260,43.86,0.1686923076923077
East,B,440,204.1,0.46386363636363637
East,A,156,66.29,0.4249358974358975
East,B,411,144.2,0.3508515815085158
South,C,141,67.57,0.4792198581560283
East,C,318,57.79,0.18172955974842767
North,B,95,30.5,0.32105263157894737
East,C,387,51.73,0.13366925064599483
South,A,151,34.56,0.2288741721854305
South,C,222,35.32,0.1590990990990991
South,C,353,108.77,0.30813031161473087
North,A,357,60.7,0.1700280112044818
West,A,385,86.0,0.22337662337662337
West,B,335,80.67,0.24080597014925373
West,C,389,98.29,0.25267352185089975
East,A,488,103.92,0.21295081967213114
East,C,157,41.13,0.2619745222929937
South,B,478,72.03,0.15069037656903767
South,A,462,213.4,0.46190476190476193
South,A,76,34.29,0.4511842105263158
South,B,210,63.88,0.3041904761904762
South,B,150,20.0,0.13333333333333333
West,C,467,133.87,0.2866595289079229
East,C,153,25.35,0.16568627450980394
East,C,402,173.87,0.4325124378109453
North,A,210,65.65,0.31261904761904763
West,C,114,25.67,0.22517543859649125
North,C,282,95.1,0.33723404255319145
South,A,206,88.24,0.42834951456310677
West,C,171,51.56,0.3015204678362573
North,B,192,79.2,0.41250000000000003
East,C,218,89.86,0.4122018348623853
South,B,277,43.39,0.15664259927797833
North,A,120,47.69,0.39741666666666664
West,A,392,40.66,0.10372448979591836
North,B,240,71.36,0.29733333333333334
South,B,323,81.53,0.2524148606811146
West,B,413,191.78,0.4643583535108959
North,B,320,118.85,0.37140625
West,B,279,68.53,0.24562724014336917
North,A,262,113.51,0.43324427480916033
South,C,394,154.03,0.39093908629441626
South,A,297,123.07,0.41437710437710434
North,B,309,117.98,0.3818122977346278
North,A,366,132.12,0.36098360655737705
East,B,57,19.45,0.3412280701754386
West,A,312,41.97,0.13451923076923075
West,B,86,41.97,0.48802325581395345
North,A,221,97.94,0.44316742081447963
South,A,142,44.54,0.31366197183098593
East,A,199,92.72,0.46592964824120603
West,B,277,93.45,0.3373646209386282
West,B,192,62.92,0.3277083333333333
West,A,343,90.26,0.26314868804664726
North,B,124,12.69,0.10233870967741936
East,A,452,151.53,0.3352433628318584
South,A,325,67.12,0.20652307692307695
North,B,431,146.04,0.3388399071925754
West,B,222,54.45,0.2452702702702703
South,C,471,167.32,0.35524416135881104
South,A,63,7.49,0.11888888888888889
West,A,88,31.16,0.35409090909090907
East,A,182,84.89,0.4664285714285714
West,C,254,55.45,0.21830708661417325
South,A,396,116.13,0.2932575757575758
North,A,217,96.33,0.4439170506912442
South,A,500,170.8,0.3416
North,B,140,59.72,0.42657142857142855
West,A,388,61.84,0.15938144329896908
West,B,207,63.29,0.3057487922705314
South,B,456,141.03,0.3092763157894737
South,B,280,97.87,0.3495357142857143
West,A,294,97.3,0.33095238095238094
North,C,130,29.28,0.22523076923076923
South,A,141,27.59,0.19567375886524824
North,A,350,166.96,0.47702857142857147
East,A,61,28.24,0.46295081967213114
South,A,248,67.07,0.2704435483870967
North,A,459,181.01,0.3943572984749455
North,B,278,128.68,0.46287769784172667
North,C,213,34.59,0.16239436619718312
East,B,258,90.18,0.3495348837209303
South,B,310,42.1,0.13580645161290322
East,B,424,156.33,0.3687028301886793
West,A,374,64.62,0.1727807486631016
North,B,456,188.28,0.41289473684210526
East,B,345,36.68,0.10631884057971014
South,C,460,122.39,0.26606521739130434
South,B,319,77.63,0.24335423197492162
East,C,217,92.09,0.4243778801843318
West,C,113,44.61,0.39477876106194687
East,B,302,103.26,0.34192052980132454
North,C,269,82.26,0.3057992565055762
East,A,128,55.45,0.433203125
West,B,106,14.64,0.13811320754716983
West,C,140,31.06,0.22185714285714284
South,B,381,110.49,0.29
West,A,460,113.41,0.24654347826086956
West,B,412,153.24,0.37194174757281556
East,C,166,42.74,0.2574698795180723
South,B,52,9.49,0.1825
South,B,500,127.63,0.25526
West,C,413,172.48,0.41762711864406776
East,C,426,190.85,0.44800469483568073
East,B,253,121.29,0.47940711462450597
South,C,226,79.48,0.35168141592920354
West,A,248,92.27,0.3720564516129032
South,A,407,95.77,0.2353071253071253
East,A,393,192.88,0.4907888040712468
South,C,420,153.43,0.3653095238095238
South,A,139,18.55,0.13345323741007195
North,A,123,53.81,0.437479674796748
West,C,325,49.39,0.15196923076923077
South,B,332,84.45,0.2543674698795181
West,B,341,62.33,0.18278592375366567
East,B,163,29.21,0.17920245398773008
West,A,398,113.35,0.2847989949748744
West,A,326,49.5,0.15184049079754602
West,A,117,44.19,0.37769230769230766
North,C,109,32.66,0.29963302752293575
West,C,274,55.54,0.2027007299270073
North,C,105,44.77,0.4263809523809524
East,A,422,60.27,0.14281990521327015
East,C,79,30.5,0.3860759493670886
North,B,211,36.81,0.17445497630331755
North,C,290,139.08,0.4795862068965518
West,A,267,31.08,0.11640449438202247
South,C,316,70.98,0.22462025316455697
South,B,397,77.07,0.19413098236775816
North,B,341,69.27,0.20313782991202345
East,A,252,97.7,0.3876984126984127
South,C,373,122.23,0.32769436997319035
West,C,389,71.14,0.18287917737789203
South,C,450,127.13,0.2825111111111111
East,C,153,35.12,0.2295424836601307
East,A,140,32.68,0.23342857142857143
East,B,265,30.78,0.11615094339622642
West,C,255,105.84,0.41505882352941176
North,B,207,66.47,0.3211111111111111
East,A,156,44.13,0.2828846153846154
West,B,226,102.15,0.4519911504424779
North,A,211,65.8,0.3118483412322275
East,A,120,40.18,0.3348333333333333
East,A,337,41.96,0.12451038575667656
North,A,173,62.29,0.3600578034682081
East,C,277,65.17,0.2352707581227437
South,C,356,111.12,0.31213483146067417
South,C,159,36.97,0.23251572327044023
East,A,68,33.84,0.49764705882352944
South,B,493,149.49,0.3032251521298175
West,C,368,160.79,0.43692934782608694
South,B,256,107.04,0.418125
East,A,178,41.43,0.23275280898876405
East,A,344,146.97,0.42723837209302323
East,B,90,19.7,0.21888888888888888
East,A,321,77.67,0.24196261682242992
West,C,287,101.58,0.3539372822299652
West,B,107,43.04,0.4022429906542056
South,B,83,13.5,0.16265060240963855
West,A,304,56.61,0.1862171052631579
South,A,331,84.73,0.2559818731117825
East,A,444,56.97,0.1283108108108108
South,B,241,92.3,0.3829875518672199
West,A,423,143.68,0.33966903073286053
West,B,314,125.96,0.4011464968152866
West,B,352,122.89,0.3491193181818182
South,B,450,67.5,0.15
West,C,172,58.43,0.3397093023255814
North,B,88,39.55,0.44943181818181815
North,A,129,24.03,0.18627906976744188
North,A,466,219.55,0.471137339055794
West,B,377,81.01,0.21488063660477455
North,B,84,19.48,0.23190476190476192
North,A,429,155.6,0.3627039627039627
East,A,483,107.47,0.22250517598343686
East,B,490,104.79,0.21385714285714286
North,C,159,64.37,0.40484276729559754
West,C,133,63.71,0.47902255639097746
West,B,488,151.34,0.3101229508196721
East,A,240,116.21,0.4842083333333333
East,B,455,178.54,0.3923956043956044
West,C,181,36.6,0.2022099447513812
West,A,375,156.25,0.4166666666666667
South,A,236,76.63,0.32470338983050845
North,A,78,28.07,0.3598717948717949
East,B,424,47.28,0.11150943396226415
East,A,106,18.8,0.17735849056603775
West,C,497,156.59,0.3150704225352113
North,B,297,77.63,0.2613804713804714
North,B,323,76.33,0.2363157894736842
South,C,471,110.0,0.23354564755838642
North,B,176,24.17,0.13732954545454545
East,B,107,19.12,0.17869158878504673
North,B,372,71.82,0.19306451612903225
East,C,56,11.39,0.20339285714285715
South,B,158,29.19,0.184746835443038
South,A,366,109.82,0.30005464480874317
West,C,70,21.93,0.3132857142857143
West,A,101,17.8,0.17623762376237626
West,C,57,24.78,0.4347368421052632
East,B,248,111.9,0.45120967741935486
West,A,334,122.33,0.3662574850299401
North,C,356,151.67,0.4260393258426966
West,C,342,91.3,0.2669590643274854
North,C,59,11.57,0.19610169491525425
North,A,304,119.28,0.3923684210526316
North,B,147,67.44,0.45877551020408164
North,C,207,52.63,0.25425120772946863
North,A,232,66.53,0.28676724137931037
West,A,160,31.29,0.1955625
West,A,389,125.0,0.3213367609254499
West,C,236,46.55,0.1972457627118644
East,B,51,15.87,0.3111764705882353
West,C,245,31.74,0.12955102040816327
East,A,436,156.57,0.35910550458715595
West,B,187,24.84,0.1328342245989305
East,A,152,52.7,0.34671052631578947
North,B,251,77.81,0.31
South,C,481,227.77,0.47353430353430354
East,A,469,213.04,0.45424307036247336
North,A,134,41.63,0.3106716417910448
East,A,81,16.8,0.20740740740740743
East,A,347,96.33,0.2776080691642651
South,B,129,41.24,0.31968992248062017
North,C,234,110.91,0.47397435897435897
East,A,344,42.24,0.12279069767441861
North,A,303,85.02,0.28059405940594057
East,B,199,89.68,0.4506532663316583
South,B,496,138.03,0.2782862903225806
North,C,106,35.92,0.3388679245283019
West,C,285,126.31,0.44319298245614036
South,A,447,108.2,0.24205816554809845
South,A,424,183.66,0.43316037735849056
West,C,396,124.54,0.3144949494949495
West,A,308,61.89,0.20094155844155845
South,A,481,102.07,0.2122037422037422
South,B,437,199.97,0.4575972540045767
South,C,372,62.28,0.16741935483870968
West,A,260,101.86,0.39176923076923076
South,B,471,169.01,0.35883227176220805
North,C,243,109.54,0.45078189300411525
East,A,237,44.97,0.18974683544303797
West,B,477,149.45,0.3133123689727463
North,C,403,138.17,0.3428535980148883
West,B,192,20.38,0.10614583333333333
West,C,364,66.33,0.18222527472527472
East,B,486,168.34,0.3463786008230453
East,B,51,7.68,0.15058823529411763
West,B,132,17.37,0.1315909090909091
South,B,234,116.79,0.49910256410256415
North,A,361,117.8,0.3263157894736842
North,C,292,136.63,0.46791095890410955
East,C,232,110.6,0.47672413793103446
South,C,101,18.92,0.18732673267326735
South,C,323,55.2,0.17089783281733747
North,A,80,34.92,0.4365
North,A,176,46.74,0.2655681818181818
West,C,303,143.1,0.47227722772277225
North,A,464,149.64,0.32249999999999995
South,C,356,98.52,0.27674157303370783
South,C,404,57.02,0.14113861386138615
North,C,82,29.41,0.35865853658536584
West,C,401,67.28,0.16778054862842892
West,C,252,60.64,0.24063492063492065
West,C,410,55.53,0.1354390243902439
East,A,444,107.24,0.2415315315315315
North,A,473,231.77,0.49000000000000005
East,A,457,158.55,0.3469365426695843
North,B,245,101.45,0.41408163265306125
East,B,90,23.69,0.26322222222222225
South,C,198,55.68,0.2812121212121212
South,C,351,67.45,0.19216524216524217
North,A,312,86.41,0.2769551282051282
North,C,183,26.17,0.14300546448087434
East,A,100,29.64,0.2964
South,B,288,55.54,0.19284722222222223
South,C,333,72.13,0.2166066066066066
North,C,65,26.52,0.408
East,C,282,123.87,0.4392553191489362
West,A,403,187.75,0.4658808933002481
South,A,374,151.84,0.40598930481283424
East,B,447,162.91,0.3644519015659955
South,B,446,78.99,0.17710762331838564
West,C,107,46.59,0.4354205607476636
South,B,259,103.63,0.4001158301158301
South,C,275,101.87,0.3704363636363637
East,B,55,8.55,0.15545454545454546
South,C,386,184.14,0.4770466321243523
South,C,63,19.23,0.30523809523809525
North,B,254,51.58,0.20307086614173228
South,A,108,36.12,0.33444444444444443
North,B,423,72.27,0.17085106382978724
West,A,157,56.21,0.3580254777070064
East,C,169,57.93,0.3427810650887574
North,C,497,238.58,0.4800402414486922
East,A,486,230.32,0.4739094650205761
East,A,58,26.73,0.46086206896551724
West,C,309,135.66,0.43902912621359225
East,B,284,40.07,0.14109154929577464
South,C,473,107.67,0.2276321353065539
North,B,292,73.08,0.2502739726027397
South,B,325,67.72,0.20836923076923078
East,B,491,210.8,0.4293279022403259
South,A,478,87.13,0.18228033472803346
East,C,264,105.24,0.3986363636363636
East,A,98,30.4,0.31020408163265306
West,A,120,29.56,0.24633333333333332
North,C,478,101.92,0.21322175732217574
East,B,406,135.17,0.33293103448275857
North,C,375,107.85,0.28759999999999997
West,C,134,15.53,0.1158955223880597
West,C,332,132.03,0.39768072289156625
East,B,186,41.53,0.22327956989247313
West,A,75,35.93,0.47906666666666664
North,C,284,52.52,0.18492957746478875
East,A,116,45.5,0.3922413793103448
East,C,60,6.11,0.10183333333333335
East,A,380,178.0,0.46842105263157896
West,C,50,18.23,0.36460000000000004
West,A,261,75.2,0.2881226053639847
North,B,225,68.34,0.30373333333333336
North,A,476,83.56,0.17554621848739496
West,C,89,22.82,0.25640449438202245
South,B,466,192.84,0.4138197424892704
West,A,194,82.89,0.4272680412371134
South,B,444,147.81,0.3329054054054054
South,B,55,18.59,0.338
West,B,431,49.85,0.11566125290023202
South,C,230,112.38,0.4886086956521739
South,B,464,198.23,0.42721982758620686
North,B,197,76.94,0.39055837563451773
South,A,200,95.75,0.47875
South,C,274,43.54,0.1589051094890511
South,A,124,36.48,0.29419354838709677
North,A,286,123.61,0.4322027972027972
West,B,364,104.84,0.28802197802197804
West,C,429,115.72,0.26974358974358975
East,A,145,44.76,0.30868965517241376
West,B,493,54.12,0.10977687626774847
West,B,55,5.7,0.10363636363636364
East,A,135,35.87,0.26570370370370366
West,C,472,136.1,0.2883474576271186
North,C,106,52.19,0.4923584905660377
West,C,344,56.61,0.16456395348837208
West,B,352,168.82,0.4796022727272727
South,A,288,36.95,0.12829861111111113
West,B,287,102.49,0.3571080139372822
North,C,339,49.03,0.14463126843657817
South,A,328,148.47,0.45265243902439023
West,C,209,36.5,0.17464114832535885
North,B,373,163.46,0.438230563002681
North,B,50,7.73,0.15460000000000002
West,C,274,33.33,0.12164233576642335
West,C,105,18.37,0.17495238095238097
East,A,239,101.57,0.4249790794979079
North,B,375,144.34,0.3849066666666667
North,B,292,125.02,0.4281506849315068
West,B,296,43.48,0.1468918918918919
South,B,459,85.29,0.1858169934640523
West,B,130,20.21,0.15546153846153846
South,C,70,27.72,0.39599999999999996
North,B,332,116.73,0.3515963855421687
South,B,196,70.66,0.36051020408163265
West,A,402,75.71,0.18833333333333332
West,A,468,97.73,0.20882478632478632
South,B,111,15.71,0.14153153153153153
West,C,432,210.3,0.4868055555555556
East,B,130,58.91,0.45315384615384613
West,B,256,76.67,0.2994921875
North,C,167,76.6,0.4586826347305389
East,B,52,25.49,0.49019230769230765
North,C,70,8.5,0.12142857142857143
South,C,137,50.04,0.36525547445255474
West,C,274,99.86,0.36445255474452554
West,B,348,86.26,0.24787356321839082
North,B,261,100.03,0.3832567049808429
West,C,133,63.62,0.47834586466165413
East,A,378,109.56,0.28984126984126984
North,A,290,49.51,0.17072413793103447
East,C,167,63.35,0.3793413173652695
North,C,231,113.22,0.49012987012987014
North,B,247,99.47,0.40271255060728745
North,B,282,106.74,0.37851063829787235
West,A,83,29.53,0.3557831325301205
South,A,266,35.35,0.13289473684210526
North,A,290,53.0,0.18275862068965518
East,A,126,55.1,0.4373015873015873
North,C,125,26.91,0.21528
North,A,268,42.95,0.16026119402985076
South,C,425,169.96,0.3999058823529412
East,B,345,85.54,0.24794202898550727
West,C,436,168.08,0.3855045871559633
West,C,119,13.03,0.10949579831932772
East,B,216,52.08,0.2411111111111111
North,C,222,51.3,0.23108108108108108
North,A,430,194.71,0.4528139534883721
North,A,73,13.43,0.18397260273972602
West,A,103,15.29,0.14844660194174755
East,C,189,77.86,0.41195767195767197
East,C,308,108.81,0.3532792207792208
East,A,474,95.07,0.20056962025316455
West,A,88,31.94,0.3629545454545455
West,C,187,35.07,0.18754010695187165
North,C,466,113.47,0.24349785407725322
West,C,85,28.56,0.33599999999999997
West,A,146,72.23,0.4947260273972603
East,C,60,24.68,0.41133333333333333
East,C,499,109.54,0.2195190380761523
West,A,311,43.98,0.14141479099678456
South,A,127,22.56,0.17763779527559054
South,C,329,146.9,0.44650455927051674
North,A,314,72.94,0.23229299363057324
East,B,281,139.19,0.4953380782918149
East,B,400,122.53,0.306325
South,C,155,36.78,0.23729032258064517
South,A,213,103.62,0.4864788732394366
North,C,193,32.56,0.16870466321243524
East,B,386,127.56,0.3304663212435233
North,A,144,51.49,0.35756944444444444
West,B,300,136.04,0.45346666666666663
East,C,149,39.99,0.26838926174496647
West,B,500,230.71,0.46142
North,C,288,121.65,0.42239583333333336
East,A,465,61.69,0.13266666666666665
North,A,272,109.51,0.4026102941176471
West,C,255,31.16,0.12219607843137255
East,C,397,64.31,0.1619899244332494
West,A,401,91.58,0.2283790523690773
South,B,154,70.81,0.45980519480519483
East,C,384,47.21,0.12294270833333333
South,A,265,131.92,0.49781132075471696
South,C,235,57.52,0.2447659574468085
North,A,358,161.68,0.4516201117318436
North,A,148,27.92,0.18864864864864866
East,C,134,33.2,0.24776119402985078
East,B,459,221.1,0.48169934640522877
West,A,356,137.57,0.3864325842696629
West,A,444,106.57,0.2400225225225225
East,C,323,79.08,0.2448297213622291
South,A,60,18.01,0.3001666666666667
North,C,50,24.76,0.49520000000000003
North,B,403,163.62,0.4060049627791563
West,A,155,50.19,0.3238064516129032
West,B,466,160.87,0.3452145922746781
South,B,340,108.09,0.31791176470588234
West,A,383,116.49,0.3041514360313316
South,A,339,152.77,0.4506489675516224
North,B,455,81.79,0.17975824175824176
West,B,169,67.93,0.4019526627218935
West,C,77,31.28,0.4062337662337662
East,A,120,23.25,0.19375
East,C,113,16.24,0.14371681415929202
North,A,95,47.37,0.49863157894736837
South,C,175,40.22,0.2298285714285714
North,B,121,50.18,0.4147107438016529
South,B,227,98.54,0.4340969162995595
East,B,51,20.31,0.398235294117647
East,C,151,59.78,0.39589403973509935
West,A,153,23.7,0.15490196078431373
West,A,234,74.38,0.3178632478632478
West,A,281,105.84,0.37665480427046266
South,C,289,50.18,0.1736332179930796
North,B,158,70.55,0.44651898734177214
East,C,490,159.53,0.32557142857142857
West,B,216,33.93,0.15708333333333332
East,B,226,111.01,0.49119469026548673
East,B,123,50.49,0.4104878048780488
South,A,315,75.32,0.23911111111111108
East,B,389,124.59,0.3202827763496144
North,B,463,57.15,0.12343412526997839
North,B,355,52.64,0.14828169014084508
East,B,203,76.65,0.37758620689655176
East,C,266,40.83,0.15349624060150374
East,A,356,64.64,0.18157303370786518
West,C,330,36.71,0.11124242424242424
South,A,492,114.65,0.23302845528455285
North,C,270,130.55,0.48351851851851857
North,A,299,127.68,0.4270234113712375
North,C,329,133.78,0.4066261398176292
East,C,342,73.45,0.21476608187134505
East,A,248,88.24,0.3558064516129032
North,B,253,91.59,0.36201581027667984
South,A,335,151.44,0.4520597014925373
North,C,313,71.79,0.22936102236421727
East,A,383,114.53,0.2990339425587467
South,C,256,95.39,0.3726171875
East,A,212,65.1,0.30707547169811317
East,A,88,10.17,0.11556818181818182
East,C,429,101.47,0.23652680652680652
North,B,56,19.09,0.34089285714285716
North,B,191,20.36,0.10659685863874345
West,A,426,170.65,0.4005868544600939
North,C,330,117.98,0.3575151515151515
East,B,251,113.08,0.4505179282868526
North,C,442,186.55,0.42205882352941176
East,B,79,22.44,0.28405063291139243
East,A,410,152.56,0.37209756097560975
East,B,149,22.13,0.1485234899328859
West,A,369,134.32,0.36401084010840107
South,A,160,79.54,0.49712500000000004
East,B,76,34.61,0.45539473684210524
West,B,294,143.61,0.48846938775510207
North,C,65,17.91,0.27553846153846157
East,A,216,64.72,0.29962962962962963
North,B,427,49.53,0.11599531615925059
West,A,498,142.36,0.28586345381526107
South,C,194,72.95,0.37603092783505154
South,C,419,42.95,0.10250596658711218
West,B,461,92.26,0.2001301518438178
East,C,319,53.35,0.16724137931034483
North,C,314,107.86,0.3435031847133758
North,B,337,112.57,0.33403560830860535
North,B,417,131.38,0.3150599520383693
South,C,301,33.96,0.11282392026578074
West,B,172,32.42,0.18848837209302327
East,C,302,144.61,0.47884105960264906
East,C,190,83.64,0.4402105263157895
North,C,85,38.76,0.45599999999999996
East,B,277,107.3,0.38736462093862817
West,C,202,28.13,0.13925742574257424
North,B,135,21.87,0.162
South,A,200,95.24,0.47619999999999996
South,A,90,34.93,0.38811111111111113
East,C,93,23.28,0.25032258064516133
West,B,394,193.76,0.4917766497461929
North,C,342,50.94,0.14894736842105263
East,B,250,96.44,0.38576
West,C,136,30.51,0.22433823529411767
West,C,323,61.26,0.1896594427244582
West,B,221,74.54,0.3372850678733032
North,B,81,27.7,0.3419753086419753
West,B,496,102.03,0.20570564516129033
North,A,339,66.26,0.19545722713864308
North,C,165,70.07,0.42466666666666664
East,B,483,78.82,0.16318840579710145
East,A,254,114.03,0.44893700787401575
North,B,220,36.4,0.16545454545454544
East,A,85,31.07,0.3655294117647059
North,A,261,51.02,0.19547892720306514
North,B,87,20.98,0.24114942528735633
North,A,67,16.37,0.24432835820895524
West,A,181,75.0,0.4143646408839779
East,C,331,97.29,0.2939274924471299
West,A,253,88.47,0.34968379446640313
West,C,267,33.25,0.12453183520599251
North,A,70,32.78,0.4682857142857143
East,C,440,70.68,0.16063636363636366
West,A,92,18.77,0.20402173913043478
North,B,94,34.12,0.3629787234042553
South,A,145,27.38,0.18882758620689655
East,B,194,45.16,0.23278350515463916
East,C,127,22.43,0.17661417322834647
East,A,305,38.71,0.12691803278688524
East,B,54,21.04,0.3896296296296296
North,C,401,118.48,0.29546134663341644
South,A,247,44.03,0.17825910931174088
East,B,305,55.91,0.18331147540983606
North,A,89,11.16,0.1253932584269663
East,A,446,221.45,0.49652466367713
West,B,171,21.31,0.12461988304093566
West,A,102,20.6,0.2019607843137255
West,B,104,41.31,0.3972115384615385
West,B,51,9.53,0.1868627450980392
East,A,363,163.12,0.449366391184573
South,B,104,25.97,0.24971153846153846
South,B,346,91.12,0.2633526011560694
West,A,77,38.3,0.49740259740259735
North,B,352,148.95,0.42315340909090904
South,C,419,148.94,0.3554653937947494
North,C,451,127.52,0.2827494456762749
North,B,450,160.95,0.35766666666666663
East,A,141,36.08,0.255886524822695
West,C,149,41.57,0.278993288590604
East,C,160,68.48,0.42800000000000005
South,A,187,47.02,0.2514438502673797
West,C,365,39.35,0.1078082191780822
East,A,216,77.35,0.35810185185185184
South,B,429,182.75,0.42599067599067597
North,B,197,20.06,0.10182741116751268
South,A,182,74.59,0.40983516483516486
West,A,437,147.58,0.33771167048054923
East,C,148,29.56,0.19972972972972972
East,A,154,18.15,0.11785714285714285
West,C,440,66.15,0.1503409090909091
South,C,364,129.42,0.35554945054945053
West,A,187,40.28,0.21540106951871657
South,B,447,102.41,0.22910514541387023
South,A,428,139.04,0.3248598130841121
West,A,418,144.05,0.3446172248803828
East,A,457,96.82,0.21185995623632384
East,B,462,82.96,0.17956709956709954
East,C,169,30.19,0.17863905325443788
South,B,129,56.15,0.4352713178294573
West,A,497,138.87,0.2794164989939638
South,B,179,33.34,0.1862569832402235
West,A,367,106.61,0.29049046321525884
North,B,320,41.52,0.12975
West,A,226,34.83,0.1541150442477876
North,C,386,173.62,0.44979274611398967
North,C,214,90.84,0.42448598130841125
North,B,421,76.74,0.18228028503562943
South,B,478,107.96,0.22585774058577404
North,C,402,140.77,0.35017412935323383
South,C,274,106.24,0.3877372262773722
West,A,98,38.15,0.3892857142857143
East,A,310,39.55,0.1275806451612903
South,C,454,161.52,0.3557709251101322
North,A,344,154.67,0.4496220930232558
South,A,305,107.89,0.3537377049180328
North,A,177,29.81,0.1684180790960452
East,B,425,197.36,0.46437647058823533
South,A,98,48.68,0.49673469387755104
South,C,157,22.34,0.14229299363057324
North,C,240,51.03,0.212625
East,C,222,87.16,0.3926126126126126
West,C,370,132.88,0.3591351351351351
West,B,287,44.3,0.1543554006968641
East,C,127,58.86,0.46346456692913385
North,C,259,29.59,0.11424710424710424
East,B,215,56.41,0.2623720930232558
West,B,352,96.28,0.27352272727272725
East,B,119,46.95,0.39453781512605046
North,C,315,47.6,0.1511111111111111
South,B,453,220.65,0.4870860927152318
West,B,316,145.04,0.4589873417721519
East,C,469,183.42,0.3910874200426439
West,C,413,133.71,0.3237530266343826
North,B,477,53.56,0.11228511530398323
North,A,181,86.77,0.47939226519337014
South,B,99,33.48,0.33818181818181814
West,A,97,27.62,0.28474226804123715
North,C,490,211.05,0.4307142857142857
East,C,385,93.45,0.24272727272727274
South,C,376,165.62,0.4404787234042553
South,A,499,137.14,0.27482965931863723
North,B,255,29.3,0.11490196078431372
West,A,229,110.39,0.48205240174672487
East,C,79,8.27,0.10468354430379746
South,B,256,113.35,0.4427734375
North,B,360,168.35,0.4676388888888889
North,C,174,61.54,0.35367816091954024
West,B,81,24.94,0.30790123456790125
North,B,154,46.22,0.30012987012987014
East,C,142,52.06,0.3666197183098592
West,A,480,115.66,0.24095833333333333
West,C,405,64.18,0.15846913580246916
East,A,103,46.94,0.4557281553398058
West,C,486,155.39,0.3197325102880658
West,C,332,155.91,0.46960843373493977
North,B,233,100.71,0.43223175965665234
South,A,105,15.04,0.14323809523809522
West,A,68,27.49,0.4042647058823529
